Customer Number,CountryID,CustType,item_name,ItemId,brandId,Unit,FF Target,MM,FF Target Value,year,Trans_Name,Status,SAP Code,Divested
59051,1,Institution    ,Haldol Decanoace 100 mg. 1 Amp.,41,15,MB & RP,3.77,1,30.13989333,2019,TND,Registered,412132,No
59051,1,Institution    ,Haldol Decanoace 100 mg. 1 Amp.,41,15,MB & RP,4.64,2,37.09525333,2019,TND,Registered,412132,No
59051,1,Institution    ,Haldol Decanoace 100 mg. 1 Amp.,41,15,MB & RP,5.51,3,44.05061333,2019,TND,Registered,412132,No
59051,1,Institution    ,Haldol Decanoace 100 mg. 1 Amp.,41,15,MB & RP,4.93,4,39.41370667,2019,TND,Registered,412132,No
59051,1,Institution    ,Haldol Decanoace 100 mg. 1 Amp.,41,15,MB & RP,5.51,5,44.05061333,2019,TND,Registered,412132,No
59051,1,Institution    ,Haldol Decanoace 100 mg. 1 Amp.,41,15,MB & RP,5.8,6,46.36906667,2019,TND,Registered,412132,No
59051,1,Institution    ,Haldol Decanoace 100 mg. 1 Amp.,41,15,MB & RP,3.48,7,15.7992,2019,TND,Registered,412132,No
59051,1,Institution    ,Haldol Decanoace 100 mg. 1 Amp.,41,15,MB & RP,3.48,8,15.7992,2019,TND,Registered,412132,No
59051,1,Institution    ,Haldol Decanoace 100 mg. 1 Amp.,41,15,MB & RP,4.93,9,22.3822,2019,TND,Registered,412132,No
59051,1,Institution    ,Haldol Decanoace 100 mg. 1 Amp.,41,15,MB & RP,6.09,10,27.6486,2019,TND,Registered,412132,No
59051,1,Institution    ,Haldol Decanoace 100 mg. 1 Amp.,41,15,MB & RP,4.35,11,19.749,2019,TND,Registered,412132,No
59051,1,Institution    ,Haldol Decanoace 100 mg. 1 Amp.,41,15,MB & RP,5.51,12,25.0154,2019,TND,Registered,412132,No
59051,1,Institution    ,Motilium Tab.,62,22,MB & RP,505.75,1,1668.975,2019,DPO,Registered,27478,No
59051,1,Institution    ,Motilium Tab.,62,22,MB & RP,578,2,1907.4,2019,DPO,Registered,27478,No
59051,1,Institution    ,Motilium Tab.,62,22,MB & RP,650.25,3,2145.825,2019,DPO,Registered,27478,No
59051,1,Institution    ,Motilium Tab.,62,22,MB & RP,578,4,1907.4,2019,DPO,Registered,27478,No
59051,1,Institution    ,Motilium Tab.,62,22,MB & RP,794.75,5,2622.675,2019,DPO,Registered,27478,No
59051,1,Institution    ,Motilium Tab.,62,22,MB & RP,650.25,6,2145.825,2019,DPO,Registered,27478,No
59051,1,Institution    ,Motilium Tab.,62,22,MB & RP,433.5,7,598.23,2019,DPO,Registered,27478,No
59051,1,Institution    ,Motilium Tab.,62,22,MB & RP,433.5,8,598.23,2019,DPO,Registered,27478,No
59051,1,Institution    ,Motilium Tab.,62,22,MB & RP,722.5,9,997.05,2019,DPO,Registered,27478,No
59051,1,Institution    ,Motilium Tab.,62,22,MB & RP,722.5,10,997.05,2019,DPO,Registered,27478,No
59051,1,Institution    ,Motilium Tab.,62,22,MB & RP,650.25,11,897.345,2019,DPO,Registered,27478,No
59051,1,Institution    ,Motilium Tab.,62,22,MB & RP,505.75,12,697.935,2019,DPO,Registered,27478,No
59051,1,Institution    ,Motilium Tab.,62,22,MB & RP,82.875,1,273.4875,2019,TND,Registered,27478,No
59051,1,Institution    ,Motilium Tab.,62,22,MB & RP,102,2,336.6,2019,TND,Registered,27478,No
59051,1,Institution    ,Motilium Tab.,62,22,MB & RP,121.125,3,399.7125,2019,TND,Registered,27478,No
59051,1,Institution    ,Motilium Tab.,62,22,MB & RP,108.375,4,357.6375,2019,TND,Registered,27478,No
59051,1,Institution    ,Motilium Tab.,62,22,MB & RP,121.125,5,399.7125,2019,TND,Registered,27478,No
59051,1,Institution    ,Motilium Tab.,62,22,MB & RP,127.5,6,420.75,2019,TND,Registered,27478,No
59051,1,Institution    ,Motilium Tab.,62,22,MB & RP,76.5,7,105.57,2019,TND,Registered,27478,No
59051,1,Institution    ,Motilium Tab.,62,22,MB & RP,76.5,8,105.57,2019,TND,Registered,27478,No
59051,1,Institution    ,Motilium Tab.,62,22,MB & RP,108.375,9,149.5575,2019,TND,Registered,27478,No
59051,1,Institution    ,Motilium Tab.,62,22,MB & RP,133.875,10,184.7475,2019,TND,Registered,27478,No
59051,1,Institution    ,Motilium Tab.,62,22,MB & RP,95.625,11,131.9625,2019,TND,Registered,27478,No
59051,1,Institution    ,Motilium Tab.,62,22,MB & RP,121.125,12,167.1525,2019,TND,Registered,27478,No
59051,1,Institution    ,Motilium Susp.,60,22,MB & RP,208.25,1,666.4,2019,DPO,Registered,27480,No
59051,1,Institution    ,Motilium Susp.,60,22,MB & RP,238,2,761.6,2019,DPO,Registered,27480,No
59051,1,Institution    ,Motilium Susp.,60,22,MB & RP,267.75,3,856.8,2019,DPO,Registered,27480,No
59051,1,Institution    ,Motilium Susp.,60,22,MB & RP,238,4,761.6,2019,DPO,Registered,27480,No
59051,1,Institution    ,Motilium Susp.,60,22,MB & RP,327.25,5,1047.2,2019,DPO,Registered,27480,No
59051,1,Institution    ,Motilium Susp.,60,22,MB & RP,267.75,6,856.8,2019,DPO,Registered,27480,No
59051,1,Institution    ,Motilium Susp.,60,22,MB & RP,178.5,7,571.2,2019,DPO,Registered,27480,No
59051,1,Institution    ,Motilium Susp.,60,22,MB & RP,178.5,8,571.2,2019,DPO,Registered,27480,No
59051,1,Institution    ,Motilium Susp.,60,22,MB & RP,297.5,9,952,2019,DPO,Registered,27480,No
59051,1,Institution    ,Motilium Susp.,60,22,MB & RP,297.5,10,952,2019,DPO,Registered,27480,No
59051,1,Institution    ,Motilium Susp.,60,22,MB & RP,267.75,11,856.8,2019,DPO,Registered,27480,No
59051,1,Institution    ,Motilium Susp.,60,22,MB & RP,208.25,12,666.4,2019,DPO,Registered,27480,No
59051,1,Institution    ,Motilium Susp.,60,22,MB & RP,34.125,1,109.2,2019,TND,Registered,27480,No
59051,1,Institution    ,Motilium Susp.,60,22,MB & RP,42,2,134.4,2019,TND,Registered,27480,No
59051,1,Institution    ,Motilium Susp.,60,22,MB & RP,49.875,3,159.6,2019,TND,Registered,27480,No
59051,1,Institution    ,Motilium Susp.,60,22,MB & RP,44.625,4,142.8,2019,TND,Registered,27480,No
59051,1,Institution    ,Motilium Susp.,60,22,MB & RP,49.875,5,159.6,2019,TND,Registered,27480,No
59051,1,Institution    ,Motilium Susp.,60,22,MB & RP,52.5,6,168,2019,TND,Registered,27480,No
59051,1,Institution    ,Motilium Susp.,60,22,MB & RP,31.5,7,100.8,2019,TND,Registered,27480,No
59051,1,Institution    ,Motilium Susp.,60,22,MB & RP,31.5,8,100.8,2019,TND,Registered,27480,No
59051,1,Institution    ,Motilium Susp.,60,22,MB & RP,44.625,9,142.8,2019,TND,Registered,27480,No
59051,1,Institution    ,Motilium Susp.,60,22,MB & RP,55.125,10,176.4,2019,TND,Registered,27480,No
59051,1,Institution    ,Motilium Susp.,60,22,MB & RP,39.375,11,126,2019,TND,Registered,27480,No
59051,1,Institution    ,Motilium Susp.,60,22,MB & RP,49.875,12,159.6,2019,TND,Registered,27480,No
59051,1,Institution    ,Gyno. Dak. Ov. 1200 mg.,34,14,MB & RP,11.9,1,36.89,2019,DPO,Registered,72223,No
59051,1,Institution    ,Gyno. Dak. Ov. 1200 mg.,34,14,MB & RP,13.6,2,42.16,2019,DPO,Registered,72223,No
59051,1,Institution    ,Gyno. Dak. Ov. 1200 mg.,34,14,MB & RP,15.3,3,47.43,2019,DPO,Registered,72223,No
59051,1,Institution    ,Gyno. Dak. Ov. 1200 mg.,34,14,MB & RP,13.6,4,42.16,2019,DPO,Registered,72223,No
59051,1,Institution    ,Gyno. Dak. Ov. 1200 mg.,34,14,MB & RP,18.7,5,57.97,2019,DPO,Registered,72223,No
59051,1,Institution    ,Gyno. Dak. Ov. 1200 mg.,34,14,MB & RP,15.3,6,47.43,2019,DPO,Registered,72223,No
59051,1,Institution    ,Gyno. Dak. Ov. 1200 mg.,34,14,MB & RP,10.2,7,31.62,2019,DPO,Registered,72223,No
59051,1,Institution    ,Gyno. Dak. Ov. 1200 mg.,34,14,MB & RP,10.2,8,31.62,2019,DPO,Registered,72223,No
59051,1,Institution    ,Gyno. Dak. Ov. 1200 mg.,34,14,MB & RP,17,9,52.7,2019,DPO,Registered,72223,No
59051,1,Institution    ,Gyno. Dak. Ov. 1200 mg.,34,14,MB & RP,17,10,52.7,2019,DPO,Registered,72223,No
59051,1,Institution    ,Gyno. Dak. Ov. 1200 mg.,34,14,MB & RP,15.3,11,47.43,2019,DPO,Registered,72223,No
59051,1,Institution    ,Gyno. Dak. Ov. 1200 mg.,34,14,MB & RP,11.9,12,36.89,2019,DPO,Registered,72223,No
59051,1,Institution    ,Gyno. Dak. Ov. 1200 mg.,34,14,MB & RP,1.95,1,6.045,2019,TND,Registered,72223,No
59051,1,Institution    ,Gyno. Dak. Ov. 1200 mg.,34,14,MB & RP,2.4,2,7.44,2019,TND,Registered,72223,No
59051,1,Institution    ,Gyno. Dak. Ov. 1200 mg.,34,14,MB & RP,2.85,3,8.835,2019,TND,Registered,72223,No
59051,1,Institution    ,Gyno. Dak. Ov. 1200 mg.,34,14,MB & RP,2.55,4,7.905,2019,TND,Registered,72223,No
59051,1,Institution    ,Gyno. Dak. Ov. 1200 mg.,34,14,MB & RP,2.85,5,8.835,2019,TND,Registered,72223,No
59051,1,Institution    ,Gyno. Dak. Ov. 1200 mg.,34,14,MB & RP,3,6,9.3,2019,TND,Registered,72223,No
59051,1,Institution    ,Gyno. Dak. Ov. 1200 mg.,34,14,MB & RP,1.8,7,5.58,2019,TND,Registered,72223,No
59051,1,Institution    ,Gyno. Dak. Ov. 1200 mg.,34,14,MB & RP,1.8,8,5.58,2019,TND,Registered,72223,No
59051,1,Institution    ,Gyno. Dak. Ov. 1200 mg.,34,14,MB & RP,2.55,9,7.905,2019,TND,Registered,72223,No
59051,1,Institution    ,Gyno. Dak. Ov. 1200 mg.,34,14,MB & RP,3.15,10,9.765,2019,TND,Registered,72223,No
59051,1,Institution    ,Gyno. Dak. Ov. 1200 mg.,34,14,MB & RP,2.25,11,6.975,2019,TND,Registered,72223,No
59051,1,Institution    ,Gyno. Dak. Ov. 1200 mg.,34,14,MB & RP,2.85,12,8.835,2019,TND,Registered,72223,No
59051,1,Institution    ,Risperdal 2 mg.,78,34,MB & RP,576.875,1,33769.68563,2019,DPO,Registered,88847,No
59051,1,Institution    ,Risperdal 2 mg.,78,34,MB & RP,710,2,41562.69,2019,DPO,Registered,88847,No
59051,1,Institution    ,Risperdal 2 mg.,78,34,MB & RP,843.125,3,49355.69438,2019,DPO,Registered,88847,No
59051,1,Institution    ,Risperdal 2 mg.,78,34,MB & RP,754.375,4,44160.35813,2019,DPO,Registered,88847,No
59051,1,Institution    ,Risperdal 2 mg.,78,34,MB & RP,843.125,5,49355.69438,2019,DPO,Registered,88847,No
59051,1,Institution    ,Risperdal 2 mg.,78,34,MB & RP,887.5,6,51953.3625,2019,DPO,Registered,88847,No
59051,1,Institution    ,Risperdal 2 mg.,78,34,MB & RP,532.5,7,4090.026,2019,DPO,Registered,88847,No
59051,1,Institution    ,Risperdal 2 mg.,78,34,MB & RP,532.5,8,4090.026,2019,DPO,Registered,88847,No
59051,1,Institution    ,Risperdal 2 mg.,78,34,MB & RP,754.375,9,5794.2035,2019,DPO,Registered,88847,No
59051,1,Institution    ,Risperdal 2 mg.,78,34,MB & RP,931.875,10,7157.5455,2019,DPO,Registered,88847,No
59051,1,Institution    ,Risperdal 2 mg.,78,34,MB & RP,665.625,11,5112.5325,2019,DPO,Registered,88847,No
59051,1,Institution    ,Risperdal 2 mg.,78,34,MB & RP,843.125,12,6475.8745,2019,DPO,Registered,88847,No
59051,1,Institution    ,Risperdal 2 mg.,78,34,MB & RP,235.625,1,13793.25188,2019,TND,Registered,88847,No
59051,1,Institution    ,Risperdal 2 mg.,78,34,MB & RP,290,2,16976.31,2019,TND,Registered,88847,No
59051,1,Institution    ,Risperdal 2 mg.,78,34,MB & RP,344.375,3,20159.36813,2019,TND,Registered,88847,No
59051,1,Institution    ,Risperdal 2 mg.,78,34,MB & RP,308.125,4,18037.32938,2019,TND,Registered,88847,No
59051,1,Institution    ,Risperdal 2 mg.,78,34,MB & RP,344.375,5,20159.36813,2019,TND,Registered,88847,No
59051,1,Institution    ,Risperdal 2 mg.,78,34,MB & RP,362.5,6,21220.3875,2019,TND,Registered,88847,No
59051,1,Institution    ,Risperdal 2 mg.,78,34,MB & RP,217.5,7,1670.574,2019,TND,Registered,88847,No
59051,1,Institution    ,Risperdal 2 mg.,78,34,MB & RP,217.5,8,1670.574,2019,TND,Registered,88847,No
59051,1,Institution    ,Risperdal 2 mg.,78,34,MB & RP,308.125,9,2366.6465,2019,TND,Registered,88847,No
59051,1,Institution    ,Risperdal 2 mg.,78,34,MB & RP,380.625,10,2923.5045,2019,TND,Registered,88847,No
59051,1,Institution    ,Risperdal 2 mg.,78,34,MB & RP,271.875,11,2088.2175,2019,TND,Registered,88847,No
59051,1,Institution    ,Risperdal 2 mg.,78,34,MB & RP,344.375,12,2645.0755,2019,TND,Registered,88847,No
59051,1,Institution    ,Risperdal 4 mg.,81,34,MB & RP,84.5,1,8112.338,2019,DPO,Registered,88851,No
59051,1,Institution    ,Risperdal 4 mg.,81,34,MB & RP,104,2,9984.416,2019,DPO,Registered,88851,No
59051,1,Institution    ,Risperdal 4 mg.,81,34,MB & RP,123.5,3,11856.494,2019,DPO,Registered,88851,No
59051,1,Institution    ,Risperdal 4 mg.,81,34,MB & RP,110.5,4,10608.442,2019,DPO,Registered,88851,No
59051,1,Institution    ,Risperdal 4 mg.,81,34,MB & RP,123.5,5,11856.494,2019,DPO,Registered,88851,No
59051,1,Institution    ,Risperdal 4 mg.,81,34,MB & RP,130,6,12480.52,2019,DPO,Registered,88851,No
59051,1,Institution    ,Risperdal 4 mg.,81,34,MB & RP,78,7,971.3808,2019,DPO,Registered,88851,No
59051,1,Institution    ,Risperdal 4 mg.,81,34,MB & RP,78,8,971.3808,2019,DPO,Registered,88851,No
59051,1,Institution    ,Risperdal 4 mg.,81,34,MB & RP,110.5,9,1376.1228,2019,DPO,Registered,88851,No
59051,1,Institution    ,Risperdal 4 mg.,81,34,MB & RP,136.5,10,1699.9164,2019,DPO,Registered,88851,No
59051,1,Institution    ,Risperdal 4 mg.,81,34,MB & RP,97.5,11,1214.226,2019,DPO,Registered,88851,No
59051,1,Institution    ,Risperdal 4 mg.,81,34,MB & RP,123.5,12,1538.0196,2019,DPO,Registered,88851,No
59051,1,Institution    ,Sporanox 15 Cap.,89,38,MB & RP,29.25,1,621.76725,2019,TND,Registered,63068,No
59051,1,Institution    ,Sporanox 15 Cap.,89,38,MB & RP,36,2,765.252,2019,TND,Registered,63068,No
59051,1,Institution    ,Sporanox 15 Cap.,89,38,MB & RP,42.75,3,908.73675,2019,TND,Registered,63068,No
59051,1,Institution    ,Sporanox 15 Cap.,89,38,MB & RP,38.25,4,813.08025,2019,TND,Registered,63068,No
59051,1,Institution    ,Sporanox 15 Cap.,89,38,MB & RP,42.75,5,908.73675,2019,TND,Registered,63068,No
59051,1,Institution    ,Sporanox 15 Cap.,89,38,MB & RP,45,6,956.565,2019,TND,Registered,63068,No
59051,1,Institution    ,Sporanox 15 Cap.,89,38,MB & RP,27,7,187.2936,2019,TND,Registered,63068,No
59051,1,Institution    ,Sporanox 15 Cap.,89,38,MB & RP,27,8,187.2936,2019,TND,Registered,63068,No
59051,1,Institution    ,Sporanox 15 Cap.,89,38,MB & RP,38.25,9,265.3326,2019,TND,Registered,63068,No
59051,1,Institution    ,Sporanox 15 Cap.,89,38,MB & RP,47.25,10,327.7638,2019,TND,Registered,63068,No
59051,1,Institution    ,Sporanox 15 Cap.,89,38,MB & RP,33.75,11,234.117,2019,TND,Registered,63068,No
59051,1,Institution    ,Sporanox 15 Cap.,89,38,MB & RP,42.75,12,296.5482,2019,TND,Registered,63068,No
59051,1,Institution    ,Eprex 40000 IU,25,9,MB & RP,91,1,18102.71493,2019,DPO,Registered,378389,No
59051,1,Institution    ,Eprex 40000 IU,25,9,MB & RP,112,2,22280.26453,2019,DPO,Registered,378389,No
59051,1,Institution    ,Eprex 40000 IU,25,9,MB & RP,133,3,26457.81413,2019,DPO,Registered,378389,No
59051,1,Institution    ,Eprex 40000 IU,25,9,MB & RP,119,4,23672.78107,2019,DPO,Registered,378389,No
59051,1,Institution    ,Eprex 40000 IU,25,9,MB & RP,133,5,26457.81413,2019,DPO,Registered,378389,No
59051,1,Institution    ,Eprex 40000 IU,25,9,MB & RP,140,6,27850.33067,2019,DPO,Registered,378389,No
59051,1,Institution    ,Eprex 40000 IU,25,9,MB & RP,84,7,16710.1984,2019,DPO,Registered,378389,No
59051,1,Institution    ,Eprex 40000 IU,25,9,MB & RP,84,8,16710.1984,2019,DPO,Registered,378389,No
59051,1,Institution    ,Eprex 40000 IU,25,9,MB & RP,119,9,23672.78107,2019,DPO,Registered,378389,No
59051,1,Institution    ,Eprex 40000 IU,25,9,MB & RP,147,10,29242.8472,2019,DPO,Registered,378389,No
59051,1,Institution    ,Eprex 40000 IU,25,9,MB & RP,105,11,20887.748,2019,DPO,Registered,378389,No
59051,1,Institution    ,Eprex 40000 IU,25,9,MB & RP,133,12,26457.81413,2019,DPO,Registered,378389,No
59051,1,Institution    ,Eprex 3000 IU,23,9,MB & RP,11.7,1,1047.38712,2019,TND,Registered,414066,No
59051,1,Institution    ,Eprex 3000 IU,23,9,MB & RP,14.4,2,1289.09184,2019,TND,Registered,414066,No
59051,1,Institution    ,Eprex 3000 IU,23,9,MB & RP,17.1,3,1530.79656,2019,TND,Registered,414066,No
59051,1,Institution    ,Eprex 3000 IU,23,9,MB & RP,15.3,4,1369.66008,2019,TND,Registered,414066,No
59051,1,Institution    ,Eprex 3000 IU,23,9,MB & RP,15.3,5,1369.66008,2019,TND,Registered,414066,No
59051,1,Institution    ,Eprex 3000 IU,23,9,MB & RP,14.4,6,1289.09184,2019,TND,Registered,414066,No
59051,1,Institution    ,Eprex 3000 IU,23,9,MB & RP,14.4,7,1289.09184,2019,TND,Registered,414066,No
59051,1,Institution    ,Eprex 3000 IU,23,9,MB & RP,12.6,8,1127.95536,2019,TND,Registered,414066,No
59051,1,Institution    ,Eprex 3000 IU,23,9,MB & RP,15.3,9,1369.66008,2019,TND,Registered,414066,No
59051,1,Institution    ,Eprex 3000 IU,23,9,MB & RP,18.9,10,1691.93304,2019,TND,Registered,414066,No
59051,1,Institution    ,Eprex 3000 IU,23,9,MB & RP,13.5,11,1208.5236,2019,TND,Registered,414066,No
59051,1,Institution    ,Eprex 3000 IU,23,9,MB & RP,17.1,12,1530.79656,2019,TND,Registered,414066,No
59051,1,Institution    ,Vermox Susp.,110,47,MB & RP,1143.8,1,2714.618667,2019,DPO,Registered,27490,No
59051,1,Institution    ,Vermox Susp.,110,47,MB & RP,1307.2,2,3102.421333,2019,DPO,Registered,27490,No
59051,1,Institution    ,Vermox Susp.,110,47,MB & RP,1470.6,3,3490.224,2019,DPO,Registered,27490,No
59051,1,Institution    ,Vermox Susp.,110,47,MB & RP,1307.2,4,3102.421333,2019,DPO,Registered,27490,No
59051,1,Institution    ,Vermox Susp.,110,47,MB & RP,1797.4,5,4265.829333,2019,DPO,Registered,27490,No
59051,1,Institution    ,Vermox Susp.,110,47,MB & RP,1470.6,6,3490.224,2019,DPO,Registered,27490,No
59051,1,Institution    ,Vermox Susp.,110,47,MB & RP,980.4,7,2326.816,2019,DPO,Registered,27490,No
59051,1,Institution    ,Vermox Susp.,110,47,MB & RP,980.4,8,2326.816,2019,DPO,Registered,27490,No
59051,1,Institution    ,Vermox Susp.,110,47,MB & RP,1634,9,3878.026667,2019,DPO,Registered,27490,No
59051,1,Institution    ,Vermox Susp.,110,47,MB & RP,1634,10,3878.026667,2019,DPO,Registered,27490,No
59051,1,Institution    ,Vermox Susp.,110,47,MB & RP,1470.6,11,3490.224,2019,DPO,Registered,27490,No
59051,1,Institution    ,Vermox Susp.,110,47,MB & RP,1143.8,12,2714.618667,2019,DPO,Registered,27490,No
59051,1,Institution    ,Vermox Susp.,110,47,MB & RP,172.9,1,410.3493333,2019,TND,Registered,27490,No
59051,1,Institution    ,Vermox Susp.,110,47,MB & RP,212.8,2,505.0453333,2019,TND,Registered,27490,No
59051,1,Institution    ,Vermox Susp.,110,47,MB & RP,252.7,3,599.7413333,2019,TND,Registered,27490,No
59051,1,Institution    ,Vermox Susp.,110,47,MB & RP,226.1,4,536.6106667,2019,TND,Registered,27490,No
59051,1,Institution    ,Vermox Susp.,110,47,MB & RP,252.7,5,599.7413333,2019,TND,Registered,27490,No
59051,1,Institution    ,Vermox Susp.,110,47,MB & RP,266,6,631.3066667,2019,TND,Registered,27490,No
59051,1,Institution    ,Vermox Susp.,110,47,MB & RP,159.6,7,378.784,2019,TND,Registered,27490,No
59051,1,Institution    ,Vermox Susp.,110,47,MB & RP,159.6,8,378.784,2019,TND,Registered,27490,No
59051,1,Institution    ,Vermox Susp.,110,47,MB & RP,226.1,9,536.6106667,2019,TND,Registered,27490,No
59051,1,Institution    ,Vermox Susp.,110,47,MB & RP,279.3,10,662.872,2019,TND,Registered,27490,No
59051,1,Institution    ,Vermox Susp.,110,47,MB & RP,199.5,11,473.48,2019,TND,Registered,27490,No
59051,1,Institution    ,Vermox Susp.,110,47,MB & RP,252.7,12,599.7413333,2019,TND,Registered,27490,No
59051,1,Institution    ,Haldol 5 mg. / 5 Amp.,38,15,MB & RP,280,1,1250.297412,2019,DPO,Registered,412129,No
59051,1,Institution    ,Haldol 5 mg. / 5 Amp.,38,15,MB & RP,320,2,1428.911328,2019,DPO,Registered,412129,No
59051,1,Institution    ,Haldol 5 mg. / 5 Amp.,38,15,MB & RP,360,3,1607.525244,2019,DPO,Registered,412129,No
59051,1,Institution    ,Haldol 5 mg. / 5 Amp.,38,15,MB & RP,320,4,1428.911328,2019,DPO,Registered,412129,No
59051,1,Institution    ,Haldol 5 mg. / 5 Amp.,38,15,MB & RP,440,5,1964.753076,2019,DPO,Registered,412129,No
59051,1,Institution    ,Haldol 5 mg. / 5 Amp.,38,15,MB & RP,360,6,1607.525244,2019,DPO,Registered,412129,No
59051,1,Institution    ,Haldol 5 mg. / 5 Amp.,38,15,MB & RP,240,7,252,2019,DPO,Registered,412129,No
59051,1,Institution    ,Haldol 5 mg. / 5 Amp.,38,15,MB & RP,240,8,252,2019,DPO,Registered,412129,No
59051,1,Institution    ,Haldol 5 mg. / 5 Amp.,38,15,MB & RP,400,9,420,2019,DPO,Registered,412129,No
59051,1,Institution    ,Haldol 5 mg. / 5 Amp.,38,15,MB & RP,400,10,420,2019,DPO,Registered,412129,No
59051,1,Institution    ,Haldol 5 mg. / 5 Amp.,38,15,MB & RP,360,11,378,2019,DPO,Registered,412129,No
59051,1,Institution    ,Haldol 5 mg. / 5 Amp.,38,15,MB & RP,280,12,294,2019,DPO,Registered,412129,No
59051,1,Institution    ,Rapifen 0.5 mg / 2 ml,132,51,MB & RP,35,1,131.6933333,2019,DPO,Registered,412124,Yes
59051,1,Institution    ,Rapifen 0.5 mg / 2 ml,132,51,MB & RP,40,2,150.5066667,2019,DPO,Registered,412124,Yes
59051,1,Institution    ,Rapifen 0.5 mg / 2 ml,132,51,MB & RP,45,3,169.32,2019,DPO,Registered,412124,Yes
59051,1,Institution    ,Rapifen 0.5 mg / 2 ml,132,51,MB & RP,40,4,150.5066667,2019,DPO,Registered,412124,Yes
59051,1,Institution    ,Rapifen 0.5 mg / 2 ml,132,51,MB & RP,55,5,206.9466667,2019,DPO,Registered,412124,Yes
59051,1,Institution    ,Rapifen 0.5 mg / 2 ml,132,51,MB & RP,45,6,169.32,2019,DPO,Registered,412124,Yes
59051,1,Institution    ,Rapifen 0.5 mg / 2 ml,132,51,MB & RP,30,7,42.9,2019,DPO,Registered,412124,Yes
59051,1,Institution    ,Rapifen 0.5 mg / 2 ml,132,51,MB & RP,30,8,42.9,2019,DPO,Registered,412124,Yes
59051,1,Institution    ,Rapifen 0.5 mg / 2 ml,132,51,MB & RP,50,9,71.5,2019,DPO,Registered,412124,Yes
59051,1,Institution    ,Rapifen 0.5 mg / 2 ml,132,51,MB & RP,50,10,71.5,2019,DPO,Registered,412124,Yes
59051,1,Institution    ,Rapifen 0.5 mg / 2 ml,132,51,MB & RP,45,11,64.35,2019,DPO,Registered,412124,Yes
59051,1,Institution    ,Rapifen 0.5 mg / 2 ml,132,51,MB & RP,35,12,50.05,2019,DPO,Registered,412124,Yes
